"","author","row_num"
"5613","FARRUKH CJP",2619
"5614","PROBERT DR",2619
"5615","GROSSMAN DS",2620
"5616","WELLS R",2621
"5617","PHAAL R",2621
"5618","FARRUKH C",2621
"5619","PROBERT D",2621
"5620","VENTJOL P",2622
"5621","DAUBY L",2622
"5622","KORHONEN J",2623
"5623","PHAAL R",2624
"5624","FARRUKH CJP",2624
"5625","PROBERT DR",2624
"5626","SCHILDT K",2625
"5627","BEAUMASTER S",2625
"5628","BUESSER M",2626
"5629","NINCK A",2626
"5630","CORMICAN K",2627
"5631","O'SULLIVAN D",2627
"5632","STOSIC B",2628
"5633","PEKIC V",2628
"5634","SLEEMAN B",2629
"5635","PORTER AL",2630
"5636","ASHTON WB",2630
"5637","CLAR G",2630
"5638","COATES JF",2630
"5639","CUHLS K",2630
"5640","CUNNINGHAM SW",2630
"5641","DUCATEL K",2630
"5642","VAN DER DUIN P",2630
"5643","GEORGEHIOU L",2630
"5644","GORDON T",2630
"5645","LINSTONE H",2630
"5646","MARCHAU V",2630
"5647","MASSARI G",2630
"5648","MILES I",2630
"5649","MOGEE M",2630
"5650","SALO A",2630
"5651","SCAPOLO F",2630
"5652","SMITS R",2630
"5653","THISSEN W",2630
"5654","CARBONARA N",2631
"5655","CHAMBERS C",2632
"5656","ULUSOY G",2633
"5657","WIERMAN JC",2634
"5658","CAMERER M",2634
"5659","KELLOGG SD",2635
"5660","OGWUDA O",2636
"5661","FORDYCE D",2636
"5662","FRASER D",2636
"5663","ABBOTT J",2637
"5664","DEVRIES R",2637
"5665","SCHOENSTER W",2637
"5666","VASILAKOS J",2637
"5667","FIREBAUGH M",2637
"5668","MALCHIODI A",2637
"5669","PLANTE T",2637
"5670","GENALIS P",2637
"5671","AZANI C",2637
"5672","GODDARD C",2637
"5673","NOLL M",2638
"5674","FRHLICH D",2638
"5675","SCHIEBEL E",2638
"5676","WANG J",2639
"5677","KELLOGG SD",2640
"5678","NIEDERMEIER C",2641
"5679","SCHMID R",2641
"5680","FAN C",2641
"5681","CARLSON D",2641
"5682","SCHRADER A",2641
"5683","KASSLER A",2641
"5684","SCHORR A",2641
"5685","GIRARD P",2642
"5686","DESCHAMPS JC",2642
"5687","ZOLGHADRI M",2642
"5688","MORAES L",2643
"5689","GARCIA R",2643
"5690","SLOANE EB",2644
"5691","ROSOW E",2644
"5692","ADAM J",2644
"5693","FRISCH PH",2645
"5694","LING CC",2645
"5695","LUI W",2645
"5696","ROCHA LA",2646
"5697","ROTGER VI",2646
"5698","OLIVERA JM",2646
"5699","MONZON JE",2646
"5700","KOLZER JF",2647
"5701","GARCIA R",2647
"5702","BIRCHALL DW",2648
"5703","ARMSTRONG MS",2648
"5704","ALBERS JA",2649
"5705","PRATT C",2649
"5706","GRANT KP",2650
"5707","CASHMAN WM",2650
"5708","OMAR AA",2650
"5709","XU Q",2651
"5710","LIU J",2651
"5711","SHEN S",2651
"5712","KOCAOGLU DF",2652
"5713","SARIHAN HI",2652
"5714","SUDRAJAT I",2652
"5715","HERNANDEZ IP",2652
"5716","KAMEOKA A",2653
"5717","KUWAHARA T",2653
"5718","LI M",2653
"5719","TERZIOVSKI M",2654
"5720","KOCAOGLU DF",2655
"5721","ANDERSON TR",2655
"5722","LUGGEN M",2656
"5723","TSCHIRKY H",2656
"5724","THOMPSON CWN",2657
"5725","TOVSTIGA G",2658
"5726","KOROT L",2658
"5727","DANA LP",2658
"5728","LEE C",2659
"5729","POWELL A",2659
"5730","MURDOCH J",2659
"5731","CLARK G",2659
"5732","LIANG X",2660
"5733","ZHENG G",2660
"5734","XU Q",2660
"5735","XU Q",2661
"5736","ZHU L",2661
"5737","XIE Z",2661
"5738","YANG Z",2662
"5739","ZHENG G",2662
"5740","XIE Z",2662
"5741","BAO G",2662
"5742","KAMEOKA A",2663
"5743","COLLINS SW",2663
"5744","LI M",2663
"5745","HASHIMOTO M",2663
"5746","LI M",2664
"5747","KAMEOKA A",2664
"5748","BAO G",2665
"5749","YANG Z",2665
"5750","XIE Z",2665
"5751","ALBRIGHT RE",2666
"5752","CALDEIRA JC",2667
"5753","MENDONA JM",2667
"5754","CHITUC CM",2667
"5755","SOMERS TM",2668
"5756","RAGOWSKY A",2668
"5757","NELSON KG",2668
"5758","STERN M",2668
"5759","ADAMS C",2669
"5760","DURFEE WK",2669
"5761","ERDMAN A",2669
"5762","IAIZZO P",2669
"5763","MALLICK DN",2669
"5764","MALLICK DN",2670
"5765","DEY A",2670
"5766","RITZMAN LP",2670
"5767","NELSON III WHM",2671
"5768","NELSON A",2671
"5769","REAVES KN",2671
"5770","MORA MONGE CA",2672
"5771","SUBBA RAO S",2672
"5772","GONZALEZ ME",2672
"5773","QUESADA G",2672
"5774","JAYARAMAN V",2673
"5775","BALDWIN C",2674
"5776","SACRISTN DAZ M",2675
"5777","MACHUCA JAD",2675
"5778","LVAREZ-GIL MJ",2675
"5779","DYE S",2676
"5780","STOUGIE L",2676
"5781","TOMASGARD A",2676
"5782","NAMBISAN S",2677
"5783","WILEMON D",2677
"5784","HU PJH",2678
"5785","CLARK THK",2678
"5786","MA WW",2678
"5787","PROBERT DR",2679
"5788","FARRUKH CJP",2679
"5789","PHAAL R",2679
"5790","VANDERVERT LR",2680
"5791","BESSANT J",2681
"5792","DESCHAMPS JP",2682
"5793","LUFTMAN JN",2683
"5794","AL&HYPHEN",2684
"5795","QURTAS M",2684
"5796","ZAIRI M",2684
"5797","SMITH A",2685
"5798","GAGNON RJ",2686
"5799","SHEU C",2686
"5800","CHALMETA R",2687
"5801","GRANGEL R",2687
"5802","ERNST H",2688
"5803","PARK JS",2689
"5804","DICOI D",2689
"5805","LING FYY",2690
"5806","WILBON AD",2691
"5807","HIPKIN I",2692
"5808","BENNETT D",2692
"5809","KUMAR S",2693
"5810","MCCAFFREY TR",2693
"5811","BTIZ-LAZO B",2694
"5812","WOOD D",2694
"5813","DOOLEY L",2695
"5814","O'SULLIVNA D",2695
"5815","SCHWARZ A",2696
"5816","HIRSCHHEIM R",2696
"5817","RANKY PG",2697
"5818","SANDBERG R",2698
"5819","WERR A",2698
"5820","DVIR D",2699
"5821","SHENHAR AJ",2699
"5822","ALKAHER S",2699
"5823","BUCHEN IH",2700
"5824","YAN Y",2701
"5825","RANKY PG",2702
"5826","KIN-MAN TO C",2703
"5827","TERZIOVSKI M",2704
"5828","FITZPATRICK P",2704
"5829","O'NEILL P",2704
"5830","AHMED A",2705
"5831","HWANG JS",2706
"5832","JACOB WF",2707
"5833","KWAK YH",2707
"5834","PARKAN C",2708
"5835","O'SULLIVAN D",2709
"5836","PISPA J",2710
"5837","ERIKSSON IV",2710
"5838","GARCIA R",2711
"5839","CALANTONE R",2711
"5840","LEVINE R",2711
"5841","OLSON JR",2712
"5842","BOYER KK",2712
"5843","COHEN T",2713
"5844","VAN EGMOND-DE WILDE DE LIGNY ELC",2714
"5845","KUMARASWAMY MM",2714
"5846","NIETO M",2715
"5847","OERTEL R",2716
"5848","JANSEN C",2716
"5849","CUNHA MPE",2717
"5850","GOMES JFS",2717
"5851","FRANKENBERGER E",2718
"5852","WELSH MA",2719
"5853","MURRAY DL",2719
"5854","WU MX",2720
"5855","YU P",2720
"5856","SOAR J",2720
"5857","GEBAUER J",2721
"5858","SHAW MJ",2721
"5859","ZHAO K",2721
"5860","BEACHBOARD JC",2722
"5861","WEISENFELD U",2723
"5862","THURM B",2724
"5863","HENNIG M",2724
"5864","IWATA T",2725
"5865","ABE T",2725
"5866","UEDA K",2725
"5867","SUNAGA H",2725
"5868","BETHEL EW",2726
"5869","HUMPHREYS G",2726
"5870","PAUL B",2726
"5871","BREDERSON JD",2726
"5872","COLE JL",2727
"5873","LIU Y",2728
"5874","LIU X",2728
"5875","JU J",2728
"5876","SMIRNOV A",2729
"5877","PASHKIN M",2729
"5878","CHILOV N",2729
"5879","LEVASHOVA T",2729
"5880","ITO H",2730
"5881","SEKITO S",2730
"5882","MIYAIKE K",2730
"5883","TAKAHASHI S",2730
"5884","HONCHAR L",2731
"5885","LENDYUK T",2731
"5886","ANDRADE MT",2732
"5887","ALVES AP",2732
"5888","SZENDIUCH I",2733
"5889","COOPER M",2734
"5890","FOOTE J",2734
"5891","RUST P",2735
"5892","ABDEL-RAHIM A",2735
"5893","HASSAN A",2735
"5894","BERMDEZ A",2736
"5895","CASADO R",2736
"5896","QUILES FJ",2736
"5897","PINKSTON TM",2736
"5898","DUATO J",2736
"5899","BOURAS C",2737
"5900","KAPOULAS V",2737
"5901","PRIMPAS D",2737
"5902","WANG C",2738
"5903","LI B",2738
"5904","SOHRABY K",2738
"5905","PENG Y",2738
"5906","HUIS IN 'T VELD MAA",2739
"5907","ANDRIESSEN JHE",2739
"5908","VERBURG RM",2739
"5909","MOSSIENKO M",2740
"5910","KHASCHANSKY O",2740
"5911","ANTONOV D",2740
"5912","SMIRNOV O",2740
"5913","GUBANOV A",2740
"5914","WU D",2741
"5915","ZHANG G",2741
"5916","YANG J",2741
"5917","TUZOVSKY AF",2742
"5918","YAMPOLSKY VZ",2742
"5919","MALOZYOMOV B",2743
"5920","KUZNETSOV S",2743
"5921","HEEMSTRA FJ",2744
"5922","KUSTERS RJ",2744
"5923","DE MAN H",2744
"5924","ELENA M",2745
"5925","JRAD Z",2746
"5926","KRIEF F",2746
"5927","BENMAMMAR B",2746
"5928","ZEBIANE D",2747
"5929","SERHROUCHNI A",2747
"5930","BAKOUR H",2747
"5931","MIKAL S",2747
"5932","GUAH MW",2748
"5933","CURRIE WL",2748
"5934","SELIGER G",2749
"5935","KROSS U",2749
"5936","BUCHHOLZ A",2749
"5937","DIAMOND HJ",2750
"5938","BATES JJ",2750
"5939","CLARK DM",2750
"5940","MAIRS RL",2750
"5941","WANG P",2751
"5942","GILLIGAN RE",2751
"5943","GREEN H",2751
"5944","RAUBITSCHEK J",2751
"5945","ARCIERI F",2752
"5946","FIORAVANTI F",2752
"5947","GIACCIO R",2752
"5948","NARDELLI E",2752
"5949","TALMO M",2752
"5950","ARIMA S",2753
"5951","SHIBUSAWA S",2753
"5952","KONDO N",2753
"5953","YAMASHITA J",2753
"5954","SHIBUSAWA S",2754
"5955","HASAN Y",2755
"5956","MORRIS CHANG J",2755
"5957","BAUER A",2756
"5958","LEHNER W",2756
"5959","WOHLIN C",2757
"5960","AURUM A",2757
"5961","ETTORRE M",2758
"5962","PONTIERI P",2758
"5963","RUFFOLO M",2758
"5964","RULLO P",2758
"5965","SACC D",2758
"5966","WIETRZYK VI",2759
"5967","TAKIZAWA M",2759
"5968","ENOKIDO T",2759
"5969","GROSKY B",2759
"5970","BUBNIS E",2760
"5971","EVANS S",2760
"5972","FISCHER P",2760
"5973","MEIGHAN E",2760
"5974","ALMEIDA A",2760
"5975","HOSSEN MJ",2761
"5976","RAMLI AR",2761
"5977","ABDULLAH MK",2761
"5978","KAY J",2762
"5979","CROCKER S",2762
"5980","BUBNIS E",2763
"5981","EVANS S",2763
"5982","FISCHER P",2763
"5983","MEIGHAN E",2763
"5984","ALMEIDA A",2763
"5985","LANNES W",2764
"5986","MORI K",2765
"5987","BUCO M",2766
"5988","CHANG R",2766
"5989","LUAN L",2766
"5990","WARD C",2766
"5991","WOLF J",2766
"5992","YU P",2766
"5993","KOSAR T",2766
"5994","SHAH SU",2766
"5995","JIA L",2767
"5996","JIANG Q",2767
"5997","DEUSSEN PH",2768
"5998","DIN G",2768
"5999","SCHIEFERDECKER I",2768
"6000","NAH Y",2769
"6001","KIM MH",2769
"6002","WANG T",2769
"6003","KIM KH",2769
"6004","YANG YK",2769
"6005","REINA G",2770
"6006","LANGE-LAST S",2770
"6007","ENGEL K",2770
"6008","ERTL T",2770
"6009","WANG X",2771
"6010","LI F",2771
"6011","XUE X",2771
"6012","BOLY V",2772
"6013","MOREL L",2772
"6014","RENAUD J",2772
"6015","BLECK S",2773
"6016","FORZI T",2773
"6017","LAING P",2773
"6018","STICH V",2773
"6019","HWANG YS",2774
"6020","KIM EB",2774
"6021","EGUCHI T",2775
"6022","OHSAKI H",2775
"6023","MURATA M",2775
"6024","HAMANI D",2776
"6025","AMEZIANE F",2776
"6026","LASSERRE S",2776
"6027","BHATT S",2777
"6028","RAJ RAJAGOPALAN S",2777
"6029","RAO P",2777
"6030","VEDOVELLO C",2778
"6031","GODINHO M",2778
"6032","TEOFILOVA V",2779
"6033","SALIEV A",2779
"6034","LAJBCYGIER P",2780
"6035","ONG MY",2780
"6036","MCCRAY J",2781
"6037","FALCHUK B",2782
"6038","CHIANG J",2782
"6039","HAFID A",2782
"6040","CHENG YH",2782
"6041","NATARAJAN N",2782
"6042","LIN FJ",2782
"6043","CHENG H",2782
"6044","CONRADO C",2783
"6045","KAMPERMAN F",2783
"6046","SCHRIJEN GJ",2783
"6047","JONKER W",2783
"6048","JIAO Y",2784
"6049","STATE R",2785
"6050","FESTOR O",2785
"6051","HWANG YS",2786
"6052","KIM EB",2786
"6053","KIM C",2787
"6054","CHOI T",2787
"6055","JEONG T",2787
"6056","LEE Y",2787
"6057","KOBAYASHI K",2788
"6058","KATSUNO S",2788
"6059","NAKAMURA K",2788
"6060","MIKAMO Y",2788
"6061","HAYASHI H",2788
"6062","MACHIZAWA A",2788
"6063","KITATSUJI Y",2788
"6064","ESAKI H",2788
"6065","KARJOTH G",2789
"6066","SCHUNTER M",2789
"6067","VAN HERREWEGHEN E",2789
"6068","WAIDNER M",2789
"6069","WAN M",2790
"6070","RAJASEKAR A",2790
"6071","MOORE R",2790
"6072","ANDREWS P",2790
"6073","PONTT J",2791
"6074","RODRIGUEZ J",2791
"6075","VALDERRAMA W",2791
"6076","SEPLVEDA G",2791
"6077","CHAVEZ P",2791
"6078","CUITIO B",2791
"6079","GONZLEZ P",2791
"6080","ALZAMORA G",2791
"6081","YANG D",2792
"6082","ZHANG S",2792
"6083","LONGO F",2793
"6084","MIRABELLI G",2793
"6085","PAPOFF E",2793
"6086","TSUJI M",2794
"6087","FENG P",2795
"6088","WOMACK SF",2796
"6089","MCCONNELL D",2796
"6090","REESE A",2796
"6091","SANDERS DM",2796
"6092","VERDI FL",2797
"6093","MADEIRA ERM",2797
"6094","MANDREOLI F",2798
"6095","MARTOGLIA R",2798
"6096","TIBERIO P",2798
"6097","UGARTE I",2799
"6098","SANCHEZ P",2799
"6099","DHYANI D",2800
"6100","BHOWMICK S",2800
"6101","NG WK",2800
"6102","CHELIOTIS G",2801
"6103","KENYON C",2801
"6104","ZHU C",2802
"6105","LIU Z",2802
"6106","ZHANG W",2802
"6107","XIAO W",2802
"6108","YANG D",2802
"6109","KARYPIDIS A",2803
"6110","LALIS S",2803
"6111","ZYLBERMANN D",2804
"6112","COHEN Y",2804
"6113","GOLDIN L",2804
"6114","GOU G",2805
"6115","YU JX",2805
"6116","CHOI CH",2805
"6117","LU H",2805
"6118","MICHALSKI T",2806
"6119","CONTE R",2807
"6120","PAOLUCCI M",2807
"6121","GRYNBERG A",2808
"6122","GOLDIN L",2808
"6123","KINNO A",2809
"6124","YONEMOTO Y",2809
"6125","MORIOKA M",2809
"6126","ETOH M",2809
"6127","LUO YW",2810
"6128","WANG XL",2810
"6129","XU ZQ",2810
"6130","MCLEAN T",2811
"6131","FUJIMOTO R",2811
"6132","LENFLE S",2812
"6133","MIDLER C",2812
"6134","HONDA H",2813
"6135","FUKUDA S",2813
"6136","BORDEGONI M",2814
"6137","CASCINI G",2814
"6138","FILIPPI S",2814
"6139","MANDORLI F",2814
"6140","YE J",2815
"6141","HOU J",2815
"6142","PAPAVASSILIOU S",2815
"6143","LIYANAGE S",2816
"6144","POON PS",2816
"6145","O'CONNOR RV",2817
"6146","TATIKONDA MV",2818
"6147","STOCK GN",2818
"6148","BANWET DK",2819
"6149","MOMAYA K",2819
"6150","SHEE HK",2819
"6151","MAIDEN N",2820
"6152","JONES S",2820
"6153","FLYNN M",2820
"6154","GEORGESCU B",2821
"6155","SHIMSHONI I",2821
"6156","MEER P",2821
"6157","CHANG PL",2822
"6158","CHIEN CF",2822
"6159","MCMILLAN A",2823
"6160","PHAAL R",2824
"6161","FARRUKH C",2824
"6162","MITCHELL R",2824
"6163","PROBERT D",2824
"6164","RONCHI S",2825
"6165","CHAPMAN R",2825
"6166","CORSO M",2825
"6167","DEL BRO JA",2826
"6168","JUNQUERA B",2826
"6169","HOHNSTON RE",2827
"6170","LEE PF",2827
"6171","SARKAR B",2828
"6172","GUIN KK",2828
"6173","ILOVICI I",2829
"6174","HAN J",2829
"6175","SCOTT G",2830
"6176","WALTER Z",2830
"6177","GEISLER E",2831
"6178","MCCARTHY IP",2832
"6179","BUCHER P",2833
"6180","BIRKENMEIER B",2833
"6181","BRODBECK H",2833
"6182","ESCHER JP",2833
"6183","BROCKHOFF K",2834
"6184","CORMICAN K",2835
"6185","O'SULLIVAN D",2835
"6186","MCCARTHY RC",2836
"6187","OTTOSSON S",2837
"6188","HALEMANE MD",2838
"6189","VAN DONGEN B",2838
"6190","CHIAROMONTE F",2839
"6191","PIIPPO P",2840
"6192","KOIVUNIEMI J",2840
"6193","KRKKINEN H",2840
"6194","TUOMINEN M",2840
"6195","ICHIMURA T",2840
"6196","OKUYAMA T",2841
"6197","MATSUI K",2841
"6198","ICHIMURA T",2842
"6199","ISHII K",2842
"6200","TUOMINEN M",2842
"6201","PIIPPO P",2842
"6202","MUNIR KA",2843
"6203","SATO C",2844
"6204","BAUMANN CE",2845
"6205","BOUTELLIER R",2845
"6206","KRUSE P",2846
"6207","JANIUNAITE B",2847
"6208","PETRAITE M",2847
"6209","JURCZYK-BUNKOWSKA M",2848
"6210","JUNGOWSKI K",2848
"6211","BARAHONA JC",2849
"6212","ELIZONDO A",2849
"6213","MARTINEZ LICONA F",2850
"6214","AZPIROZ LEEHAN J",2850
"6215","MENDEZ MC",2850
"6216","SACRISTAN ROCK E",2850
"6217","LAMEDICA R",2851
"6218","ZACCAGNINI ROMITO D",2851
"6219","SCHMITZ-URBAN A",2852
"6220","BRENKEN B",2852
"6221","GUDERGAN G",2852
"6222","MAIER A",2853
"6223","FULEA M",2853
"6224","LV R",2854
"6225","MA L",2854
"6226","WANG Y",2854
"6227","WANG Z",2855
"6228","HE J",2855
"6229","NA NA",2856
"6230","ZOU H",2857
"6231","CHEN M",2858
"6232","CUI B",2858
"6233","MAN H",2858
"6234","LAMEDICA R",2859
"6235","SANTINI E",2859
"6236","ROMITO DZ",2859
"6237","LIN YF",2860
"6238","LUARN P",2860
"6239","KAO CY",2860
"6240","HE J",2861
"6241","XIAOQIAN Y",2862
"6242","MENG C",2863
"6243","WANG S",2863
"6244","PANTANO E",2864
"6245","VIASSONE M",2864
"6246","ZHOU Z",2865
"6247","QU W",2865
"6248","ZABALA-ITURRIAGAGOITIA JM",2866
"6249","SUN K",2867
"6250","SCHWIEGER D",2868
"6251","SURENDRAN K",2868
"6252","ADKINS JK",2869
"6253","VAN RIEL ACR",2870
"6254","POWNER DA",2871
"6255","LIU W",2872
"6256","LIU JB",2872
"6257","WU Y",2873
"6258","BIAN Q",2873
"6259","JALLAT F",2874
"6260","RODRIGUES LC",2875
"6261","GUO Y",2876
"6262","MA T",2876
"6263","PORTER A",2876
"6264","DYRO JF",2877
"6265","WILLS MJ",2878
"6266","ZIBUSCHKA J",2879
"6267","LAUFS U",2879
"6268","ENGELBACH W",2879
"6269","CONRAD D",2880
"6270","BUSCH C",2881
"6271","CONRAD F",2881
"6272","STEINICKE M",2881
"6273","CELEBI UB",2882
"6274","TURAN E",2882
"6275","LIU C",2883
"6276","SHUI C",2883
"6277","LINDHULT E",2884
"6278","MAO W",2885
"6279","WANG P",2885
"6280","BACKSTROM T",2886
"6281","HALEMANE DM",2887
"6282","JANSZEN F",2887
"6283","SHENG Y",2888
"6284","WANG J",2888
"6285","HE Y",2889
"6286","ZHOU R",2889
"6287","XU Q",2890
"6288","WU Z",2890
"6289","REN Z",2890
"6290","VAN DER READ S",2891
"6291","MERWE A",2891
"6292","SCHUTTE C",2891
"6293","MATOPE S",2891
"6294","MUELLER M",2891
"6295","SHUM KL",2892
"6296","WATANABE C",2892
"6297","HRGOVCIC V",2893
"6298","UTZ W",2893
"6299","SINACI AA",2894
"6300","PIERSANTELLI M",2894
"6301","CRISTALLI C",2894
"6302","GIGANTE F",2894
"6303","LALECI GB",2894
"6304","BASAR RV",2894
"6305","HERR G",2895
"6306","NIJMEH A",2895
"6307","DURAND-CARRIER F",2896
"6308","GALABOVA LP",2897
"6309","CROMPTON A",2898
"6310","ROYER R",2898
"6311","TALLON M",2898
"6312","BIAGIOTTI JR. SF",2898
"6313","ZHENG H",2899
"6314","AI M",2899
"6315","ZHOU L",2899
"6316","LI M",2899
"6317","WANG T",2899
"6318","ZHANG H",2899
"6319","CHEN J",2899
"6320","JACOBY A",2900
"6321","SCHEELEN L",2900
"6322","LO MC",2901
"6323","GOEPEL M",2902
"6324","HLZLE K",2902
"6325","ZU KNYPHAUSEN-AUFSE D",2902
"6326","KOWAL J",2903
"6327","ROZTOCKI N",2903
"6328","KAUL M",2904
"6329","FENG JB",2904
"6330","MATHIASSEN L",2904
"6331","HALLERSTEDE SH",2905
"6332","BULLINGER AC",2905
"6333","MOESLEIN KM",2905
"6334","KHAMBETE ND",2906
"6335","MURRAY A",2906
"6336","BATSON N",2907
"6337","NYASSI E",2907
"6338","GOMEZ AW",2907
"6339","GOMEZ AW",2908
"6340","NYASSI E",2908
"6341","MULLALLY S",2908
"6342","ADJABU N",2909
"6343","BRADLEY B",2909
"6344","GENTLES B",2909
"6345","MULLALLY S",2909
"6346","RAMIREZ M",2909
"6347","RENSHAW J",2909
"6348","ZIENAA J",2909
"6349","WORM AME",2910
"6350","MPAMIJE JL",2910
"6351","DONG A",2911
"6352","MOUNARATH R",2911
"6353","LOVALLO D",2911
"6354","LE MASSON P",2912
"6355","HATCHUEL A",2912
"6356","WEI B",2912
"6357","BAGAUTDINOVA N",2913
"6358","GAFUROV I",2913
"6359","KALENSKAYA N",2913
"6360","NOVENKOVA A",2913
"6361","SCARABEL L",2914
"6362","CENGHIALTA C",2914
"6363","MANUELLO D",2914
"6364","SATTIN M",2914
"6365","MANDALEEKA NGPL",2915
"6366","GOMES CM",2916
"6367","KRUGLIANSKAS I",2916
"6368","SCHERER FL",2916
"6369","WU WW",2917
"6370","YU B",2917
"6371","WU C",2917
"6372","LIU T",2917
"6373","KACHBA YR",2918
"6374","HATAKEYAMA K",2918
"6375","FERREIRA MGG",2918
"6376","TSAI KH",2919
"6377","HUANG CT",2919
"6378","BERNAL WILSON N",2920
"6379","CARMENZA LA",2920
"6380","LUIS RRJ",2920
"6381","LAMBROPOULOS N",2921
"6382","MYSTAKIDIS S",2921
"6383","HRGOVCIC V",2922
"6384","WILKE G",2922
"6385","YOO Y",2923
"6386","BOLAND RJ",2923
"6387","LYYTINEN K",2923
"6388","MAJCHRZAK A",2923
"6389","DORNHFER M",2924
"6390","HOLLAND A",2924
"6391","FATHI M",2924
"6392","JING J",2925
"6393","SKALKOS D",2926
"6394","GLASSMAN B",2927
"6395","HARRINGTON J",2928
"6396","VOEHL F",2928
"6397","NEPELSKI D",2929
"6398","DE PRATO G",2929
"6399","LEE BCY",2930
"6400","TEY LS",2931
"6401","IDRIS A",2931
"6402","NG BK",2932
"6403","CHANDRAN VGR",2932
"6404","KANAGASUNDRAM T",2932
"6405","LEE K",2933
"6406","WOO H",2933
"6407","JOSHI K",2933
"6408","HSIAO CT",2934
"6409","LIU CS",2934
"6410","DONG Z",2935
"6411","WANG L",2935
"6412","YANG CH",2936
"6413","LEE CM",2936
"6414","LIN CHA",2936
"6415","JI I",2937
"6416","SOHN DW",2938
"6417","KIM HJ",2938
"6418","HUR W",2938
"6419","D'ARCY J",2939
"6420","DEVARAJ S",2939
"6421","LEUNG R",2940
"6422","DI GUARDO MC",2941
"6423","HARRIGAN KR",2941
"6424","AAGAARD A",2942
"6425","SHI X",2943
"6426","LI LX",2943
"6427","YANG L",2943
"6428","LI Z",2943
"6429","CHOI JY",2943
"6430","REN F",2944
"6431","QUAN C",2944
"6432","SOLTANZADEH J",2945
"6433","KHOSHSIRAT M",2945
"6434","WANG Z",2946
"6435","TAO O",2946
"6436","NADSCHLGER S",2947
"6437","KOSORUS H",2947
"6438","REGNER P",2947
"6439","KNG J",2947
"6440","WU CC",2948
"6441","YAO CB",2948
"6442","SONG MJ",2949
"6443","LEE JG",2949
"6444","PARK JM",2949
"6445","LEE S",2949
"6446","PANTANO E",2950
"6447","LARIA G",2950
"6448","PAUCHA K",2951
"6449","REN YJ",2952
"6450","NILSSON S",2953
"6451","GUO Y",2954
"6452","HUANG L",2954
"6453","PORTER A",2954
"6454","POURIS A",2955
"6455","POURIS A",2955
"6456","BUYS A",2955
"6457","JIMENEZ CN",2956
"6458","CASTELLANOS O",2956
"6459","VAN DER WALT A",2957
"6460","BUYS A",2957
"6461","KWAKKEL JH",2958
"6462","CUNNINGHAM SW",2958
"6463","JUNIOR AV",2959
"6464","MIGUEL PAC",2959
"6465","SALERNO MS",2959
"6466","MORISHITA Y",2960
"6467","THORPE M",2960
"6468","YOSHIDA S",2960
"6469","CUNNINGHAM SW",2961
"6470","THISSEN W",2961
"6471","DRESCHER T",2962
"6472","SCHUH G",2962
"6473","AKIYAMA M",2963
"6474","YAMAMOTO S",2963
"6475","FUJITA K",2963
"6476","SAKATA I",2963
"6477","KAJIKAWA Y",2963
"6478","BEHARRY AK",2964
"6479","PUN KF",2964
"6480","NATHAI-BALKISSOON M",2964
"6481","SCHUH G",2965
"6482","HACKER PA",2965
"6483","SCHUBERT J",2965
"6484","WELLENSIEK M",2965
"6485","KITZER P",2965
"6486","MEINECKE M",2965
"6487","SCHALLER C",2965
"6488","WEBER P",2965
"6489","ZEPPENFELD C",2965
"6490","OYAMA KF",2966
"6491","SOMPONG K",2967
"6492","SMITH HL",2967
"6493","IGEL B",2967
"6494","SAKATA I",2968
"6495","AKIYAMA M",2968
"6496","SIWCZYK Y",2969
"6497","WARSCHAT J",2969
"6498","SPATH D",2969
"6499","DOWNS GH",2970
"6500","MCALLEN DK",2970
"6501","HAYASHIDA H",2971
"6502","KATAYAMA-YOSHIDA H",2971
"6503","YURTSEVEN MK",2972
"6504","BUCHANAN WW",2972
"6505","MAMORU U",2973
"6506","SHUZO F",2973
"6507","KELLER JP",2974
"6508","AKGN AE",2975
"6509","KESKIN H",2975
"6510","LYNN G",2975
"6511","DOGAN D",2975
"6512","STOYAN SJ",2976
"6513","DESSOUKY MM",2976
"6514","LEE S",2977
"6515","LEE HJ",2977
"6516","YOON B",2977
"6517","WANG B",2978
"6518","LAU A",2979
"6519","FISCHER T",2979
"6520","HIRSCH M",2979
"6521","MATHEIS H",2979
"6522","STNESCU AM",2980
"6523","MOISESCU MA",2980
"6524","SACAL IS",2980
"6525","BURLACU G",2980
"6526","NEDELCU RA",2980
"6527","COJOCARU LE",2980
"6528","MONTICOLO D",2981
"6529","MOREL L",2981
"6530","BOLY V",2981
"6531","MKINEN SJ",2982
"6532","DEDEHAYIR O",2982
"6533","LEWRICK M",2983
"6534","RAESIDE R",2983
"6535","OMAR M",2983
"6536","STOSIC B",2984
"6537","ISLJIAMOVIC S",2984
"6538","HANIC H",2984
"6539","POYYAMOZHI K",2985
"6540","KEERTHIKA N",2985
"6541","ALAGARSAMY K",2985
"6542","IYAKUTTI K",2985
"6543","GHEZZI A",2986
"6544","CORTIMIGLIA MN",2986
"6545","FRANK AG",2986
"6546","BALOCCO R",2986
"6547","MI XY",2987
"6548","ZHANG P",2987
"6549","ZHANG L",2987
"6550","DONG B",2987
"6551","ZENG AZ",2988
"6552","DASGUPTA P",2989
"6553","MATHEW J",2989
"6554","XINOGALOS S",2990
"6555","RAMPERSAD G",2991
"6556","TROSHANI I",2991
