"","author","row_num"
"9259","LEVITAS E",4064
"9260","MCFADYEN MA",4064
"9261","RAMMER C",4065
"9262","CZARNITZKI D",4065
"9263","SPIELKAMP A",4065
"9264","FELIN T",4066
"9265","FOSS NJ",4066
"9266","KOHLER T",4067
"9267","MATZLER K",4067
"9268","FLLER J",4067
"9269","SWAN KS",4068
"9270","ALLRED BB",4068
"9271","BERGMAN J",4069
"9272","JANTUNEN A",4069
"9273","SAKSA JM",4069
"9274","SHIVANIAN E",4070
"9275","KHORRAM E",4070
"9276","SINHA KK",4071
"9277","KOHNKE EJ",4071
"9278","BERG D",4072
"9279","EINSPRUCH NG",4072
"9280","BREM A",4073
"9281","VOIGT KI",4073
"9282","KIM HJ",4074
"9283","WEISS MBH",4074
"9284","MOREL B",4074
"9285","CAVALLER V",4075
"9286","STRONG R",4076
"9287","PAASI J",4076
"9288","ZHOU R",4076
"9289","LUOMA T",4076
"9290","VUKANOVIC Z",4077
"9291","DEKKERS R",4078
"9292","ISLAM N",4079
"9293","MIYAZAKI K",4079
"9294","RAMIREZ-MARQUEZ JE",4080
"9295","SAUSER BJ",4080
"9296","LEMAIRE A",4081
"9297","CETINDAMAR D",4082
"9298","PHAAL R",4082
"9299","PROBERT D",4082
"9300","GRAVES SB",4083
"9301","RINGUEST JL",4083
"9302","SINGH J",4084
"9303","NIETO BW",4085
"9304","LUNA AC",4085
"9305","RAMOS RJ",4085
"9306","MEZNARICH RA",4086
"9307","SHAVA RC",4086
"9308","LIGHTNER SL",4086
"9309","SCHWAGERMAN WC",4087
"9310","ULMER J",4087
"9311","ESLER B",4088
"9312","BARRELLA EM",4089
"9313","BUFFINTON KW",4089
"9314","HIRJI KK",4090
"9315","SHEN H",4091
"9316","WANG L",4091
"9317","XU Q",4091
"9318","LI Y",4091
"9319","LIU X",4091
"9320","LAMASTRA CR",4092
"9321","SCHMIDT RS",4093
"9322","UPSTILL G",4094
"9323","HALL P",4094
"9324","BEAUME R",4095
"9325","MANIAK R",4095
"9326","MIDLER C",4095
"9327","KORIA M",4096
"9328","WU JH",4097
"9329","CHEN YC",4097
"9330","GREENES RA",4097
"9331","REGER G",4098
"9332","SCHULTZ C",4098
"9333","GREEN J",4099
"9334","FRELS J",4099
"9335","SIMIL J",4100
"9336","JRVILEHTO M",4100
"9337","LEPPL K",4100
"9338","HAAPASALO H",4100
"9339","KUVAJA P",4100
"9340","KARMARKAR US",4101
"9341","MANGAL V",4101
"9342","TORKKELI MT",4102
"9343","KOCK CJ",4102
"9344","SALMI PAS",4102
"9345","AGOSIN MR",4103
"9346","AHARONI Y",4104
"9347","UDIN ZM",4105
"9348","ZULHUMADI F",4105
"9349","OSMAN WN",4105
"9350","BIBIKAS D",4106
"9351","PARASKAKIS I",4106
"9352","PSYCHOGIOS AG",4106
"9353","VASCONCELOS AC",4106
"9354","VENTER JP",4107
"9355","VAN WAVEREN CC",4107
"9356","KARVONEN M",4108
"9357","RYYNNEN V",4108
"9358","KSSI T",4108
"9359","BANI AMER MM",4109
"9360","AMMARI SS",4109
"9361","POURAFSHARY P",4110
"9362","AZIMIPOUR SS",4110
"9363","MOTAMEDI P",4110
"9364","SAMET M",4110
"9365","TAHERI SA",4110
"9366","BARGOZIN H",4110
"9367","HENDI SS",4110
"9368","FERNANDES AA",4111
"9369","DA SILVA VIEIRA S",4111
"9370","MEDEIROS AP",4111
"9371","NATAL JORGE RM",4111
"9372","SPETHMANN P",4112
"9373","HERSTATT C",4112
"9374","THOMKE SH",4112
"9375","AMBERG M",4113
"9376","REINHARDT M",4113
"9377","KITTLER M",4113
"9378","CHEN T",4114
"9379","SHAO Y",4114
"9380","TANG X",4114
"9381","BASL J",4115
"9382","GLA L",4115
"9383","COUSENS A",4116
"9384","GOFFIN K",4116
"9385","MITCHELL R",4116
"9386","VAN DER HOVEN C",4116
"9387","SZWEJCZEWSKI M",4116
"9388","DE CLEYN SH",4117
"9389","BRAET J",4117
"9390","TEPPO T",4118
"9391","WSTENHAGEN R",4118
"9392","DAIM TU",4119
"9393","GERDSRI N",4119
"9394","RAMPERSAD G",4120
"9395","QUESTER P",4120
"9396","TROSHANI I",4120
"9397","ROTH S",4121
"9398","ROSMULDER R",4122
"9399","KRABBENDAM K",4122
"9400","KERKHOFF T",4122
"9401","LUITSE J",4122
"9402","SIGNORI MR",4123
"9403","GARCIA R",4123
"9404","OSAKA W",4124
"9405","AVELAR P",4124
"9406","GARCIA R",4124
"9407","WEAR JO",4125
"9408","JUDD TM",4125
"9409","ISSAKOV A",4125
"9410","NAGEL JH",4126
"9411","NAGEL M",4126
"9412","GUTIERREZ MO",4127
"9413","ROSALES-LPEZ A",4128
"9414","ORTIZ-POSADAS MR",4128
"9415","SAWATANI Y",4129
"9416","NIWA K",4129
"9417","VAN WINKELEN C",4130
"9418","TOVSTIGA G",4130
"9419","DAROIT D",4131
"9420","NASCIMENTO LF",4131
"9421","BAXTER D",4132
"9422","ROY R",4132
"9423","DOULTSINOU A",4132
"9424","GAO J",4132
"9425","KALTA M",4132
"9426","YOO SJ",4133
"9427","KIM S",4133
"9428","KIL B",4133
"9429","HWANG R",4134
"9430","KATAYAMA H",4134
"9431","DEMIRKAN H",4135
"9432","GOUL M",4135
"9433","AUSTIN R",4136
"9434","NOLAN R",4136
"9435","O'DONNELL S",4136
"9436","PHAN P",4137
"9437","SIEGEL D",4137
"9438","WRIGHT M",4137
"9439","CLARYSSE B",4138
"9440","MOSEY S",4138
"9441","LAMBRECHT I",4138
"9442","MUSTAR P",4139
"9443","HANG CC",4140
"9444","ANG M",4140
"9445","WONG PK",4140
"9446","SUBRAMANIAN A",4140
"9447","DE GREEF K",4141
"9448","CASABIANCA F",4141
"9449","VAN BUUREN A",4142
"9450","LOORBACH D",4142
"9451","SINGARAYAR T",4143
"9452","DAIM TU",4144
"9453","GARCES E",4144
"9454","WAUGH K",4144
"9455","LIN LH",4145
"9456","BEAUME R",4146
"9457","MIDLER C",4146
"9458","MAHESHKUMAR S",4147
"9459","VINODH S",4147
"9460","DEVADASAN SR",4147
"9461","THIRUGNANAM S",4147
"9462","ARUMUGAM M",4147
"9463","BALAKRISHNAN K",4147
"9464","ELFVENGREN K",4148
"9465","KORTELAINEN S",4148
"9466","TUOMINEN M",4148
"9467","TSAO YC",4149
"9468","LEE JJ",4150
"9469","SAHLMAN K",4151
"9470","HAAPASALO H",4151
"9471","UNGER DW",4152
"9472","EPPINGER SD",4152
"9473","OJANEN V",4153
"9474","XIN Y",4153
"9475","CHAI KH",4153
"9476","TAN KH",4154
"9477","PERRONS RK",4154
"9478","CASTIAUX A",4155
"9479","PAQUE S",4155
"9480","SHAH SAA",4156
"9481","MAHALIK NP",4156
"9482","HA AB",4156
"9483","HUU AC",4157
"9484","AVASILCI S",4157
"9485","CHEN CK",4158
"9486","LEE M",4159
"9487","LEE J",4159
"9488","CHO Y",4159
"9489","AFSARMANESH H",4160
"9490","CAMARINHA-MATOS LM",4160
"9491","GOLDHAR J",4161
"9492","BERG D",4161
"9493","BERG D",4162
"9494","EINSPRUCH NG",4162
"9495","ARTIE WC",4163
"9496","WILDEMANN H",4164
"9497","FATUR P",4165
"9498","LIKAR B",4165
"9499","ERNST H",4166
"9500","LICHTENTHALER U",4166
"9501","COULON M",4167
"9502","ERNST H",4167
"9503","LICHTENTHALER U",4167
"9504","VOLLMOELLER J",4167
"9505","VON AHSEN A",4168
"9506","HEESEN M",4168
"9507","GHOSH B",4169
"9508","SCOTT JE",4169
"9509","CHALHOUB MS",4170
"9510","CARPENTER M",4171
"9511","GREEN RA",4171
"9512","ASIMAKOU T",4172
"9513","MUTULA SM",4173
"9514","KORIA M",4174
"9515","SALGE TO",4175
"9516","VERA A",4175
"9517","HIN LTW",4176
"9518","SUBRAMANIAM R",4176
"9519","HALLIKAS J",4177
"9520","KRKKINEN H",4177
"9521","LAMPELA H",4177
"9522","OJANEN V",4178
"9523","HALLIKAS J",4178
"9524","HERAS S",4179
"9525","GARCA-PARDO JA",4179
"9526","RAMOS-GARIJO R",4179
"9527","PALOMARES A",4179
"9528","BOTTI V",4179
"9529","REBOLLO M",4179
"9530","JULIN V",4179
"9531","ALSAN A",4180
"9532","PASINER I",4180
"9533","CETINDAMAR D",4181
"9534","WASTI SN",4181
"9535","ANSAL H",4181
"9536","BEYHAN B",4181
"9537","CUNNINGHAM SW",4182
"9538","VAN DER LEI TE",4182
"9539","OUKIL MS",4183
"9540","BADAMAS MA",4184
"9541","LORAAS T",4185
"9542","DIAZ MC",4185
"9543","LI Z",4186
"9544","LI H",4187
"9545","JIANG C",4187
"9546","VADASTREANU A",4188
"9547","BOT A",4188
"9548","FARCAS F",4188
"9549","SZABO I",4188
"9550","MANN A",4189
"9551","WEI W",4189
"9552","BADANA R",4189
"9553","ZHANG T",4189
"9554","YANG TA",4189
"9555","KATYAYANI J",4190
"9556","PANI VP",4190
"9557","GREEN J",4191
"9558","MARNEWICK A",4191
"9559","PRETORIUS JHC",4191
"9560","SAVINO MM",4192
"9561","MAZZA A",4192
"9562","RAFTOPOULOS M",4193
"9563","MEISSNER D",4194
"9564","KOTSEMIR M",4194
"9565","PATRIKEEVA NV",4195
"9566","BABESHKO VN",4195
"9567","VOYAKIN EA",4195
"9568","PASLAWSKI J",4196
"9569","MILWICZ R",4196
"9570","NOWOTARSKI P",4196
"9571","KRISTIANSEN JN",4197
"9572","GERTSEN F",4197
"9573","BESSANT J",4198
"9574","RUSH H",4198
"9575","TRIFILOVA A",4198
"9576","RAHMAN SA",4199
"9577","TAGHIZADEH SK",4199
"9578","RAMAYAH T",4199
"9579","AHMAD NH",4199
"9580","RUFF F",4200
"9581","XIE Y",4201
"9582","TAKALA J",4201
"9583","LIU Y",4201
"9584","CHEN Y",4201
"9585","CHRISTENSEN D",4202
"9586","BACH LT",4202
"9587","JANSSEN M",4203
"9588","STOOPENDAAL AMV",4203
"9589","PUTTERS K",4203
"9590","AGUILAR-FERNANDEZ ME",4204
"9591","OTEGI-OLASO JR",4204
"9592","CRUZ-VILLAZON C",4204
"9593","FUENTES-ARDEO L",4204
"9594","KEMAL M",4205
"9595","IOV F",4205
"9596","OLSEN R",4205
"9597","LE FEVRE T",4205
"9598","APOSTOLOPOULOS C",4205
"9599","STROILI M",4206
"9600","PAVAN EC",4206
"9601","GORELA M",4206
"9602","KENDA F",4206
"9603","RUSU G",4207
"9604","AVASILCI S",4207
"9605","AGAFITEI IG",4208
"9606","AVASILCAI S",4208
"9607","AVASILCI S",4209
"9608","RUSU G",4209
"9609","MILLER WL",4210
"9610","KUBE M",4211
"9611","HILGERS D",4211
"9612","KOCH G",4211
"9613","FLLER J",4211
"9614","BARAHONA JC",4212
"9615","ELIZONDO AM",4212
"9616","SANTOS M",4212
"9617","YIP MH",4213
"9618","PHAAL R",4213
"9619","PROBERT DR",4213
"9620","KASSICIEH S",4214
"9621","AHLUWALIA S",4214
"9622","MAJADILLAS MA",4214
"9623","HA SH",4215
"9624","LIU W",4215
"9625","CHO H",4215
"9626","KIM SH",4215
"9627","KHAN GF",4216
"9628","WOOD J",4216
"9629","BACKMANN J",4217
"9630","HOEGL M",4217
"9631","CORDERY JL",4217
"9632","STAWASZ E",4218
"9633","STOS D",4218
"9634","BAI X",4219
"9635","LAM JSL",4219
"9636","DAMERI RP",4220
"9637","RICCIARDI F",4220
"9638","GARCA-PEALVO FJ",4221
"9639","BLANCO F",4221
"9640","SEIN-ECHALUCE ML",4221
"9641","SCAVARDA A",4222
"9642","MACHADO CML",4222
"9643","VACCARO G",4222
"9644","KORZENOWSKI AL",4222
"9645","ENGBERG R",4223
"9646","ALTMANN P",4223
"9647","SINGH V",4224
"9648","CHAKRABORTY K",4224
"9649","YAN BN",4225
"9650","LEE TS",4225
"9651","LEE TP",4225
"9652","DUFVA M",4226
"9653","AHLQVIST T",4226
"9654","CHOU TS",4227
"9655","HOKE E",4227
"9656","LANDSTRM H",4228
"9657","STRM F",4228
"9658","HARIRCHI G",4228
"9659","CHANDRA P",4229
"9660","DONG A",4229
"9661","PARAVATI G",4230
"9662","LAMBERTI F",4230
"9663","GATTESCHI V",4230
"9664","CASTAEDA WAC",4231
"9665","OJEDA RG",4231
"9666","KAJIKAWA Y",4232
"9667","KABURAKI Y",4232
"9668","MALEK K",4233
"9669","NATHWANI J",4233
"9670","LILL JV",4234
"9671","ANDERSON T",4234
"9672","BENADE SJ",4235
"9673","DOWNS GH",4236
"9674","MCALLEN DK",4236
"9675","OLECHOWSKI A",4237
"9676","EPPINGER SD",4237
"9677","JOGLEKAR N",4237
"9678","IGARASHI Y",4238
"9679","SCHUH G",4239
"9680","VON MANGOLDT J",4239
"9681","DRESCHER T",4239
"9682","FOLLADOR RC",4240
"9683","TRABASSO LG",4240
"9684","LEME APFP",4241
"9685","TEIXEIRA LAC",4241
"9686","SBRAGIA R",4241
"9687","NASCIMENTO PTS",4241
"9688","BENAVIDES AMG",4242
"9689","YU ASO",4242
"9690","NASCIMENTO PTS",4242
"9691","CAMARGO AS",4242
"9692","HOLGADO M",4243
"9693","EVANS S",4243
"9694","VLADIMIROVA D",4243
"9695","YANG M",4243
"9696","COLLINS G",4244
"9697","VARILLY H",4244
"9698","YOSHINORI T",4244
"9699","KOVCS A",4245
"9700","VAN LOOY B",4245
"9701","CASSIMAN B",4245
"9702","BREXENDORF TO",4246
"9703","BAYUS B",4246
"9704","KELLER KL",4246
"9705","KOWAL J",4247
"9706","ROZTOCKI N",4247
"9707","KOHNKE A",4248
"9708","SHOEMAKER D",4248
"9709","HOLT DT",4249
"9710","DASPIT JJ",4249
"9711","DE MASSIS A",4250
"9712","DI MININ A",4250
"9713","FRATTINI F",4250
"9714","BADRINAS J",4251
"9715","VIL J",4251
"9716","CASARAMONA A",4252
"9717","SAPIA A",4252
"9718","SORACI A",4252
"9719","PRNAY S",4253
"9720","BUZS N",4253
"9721","MARQUES JPC",4254
"9722","KNOKE B",4255
"9723","CALLE MORENO F",4256
"9724","AHUJA S",4257
"9725","MANTRI A",4257
"9726","BERTHON P",4258
"9727","PITT L",4258
"9728","KIETZMANN J",4258
"9729","MCCARTHY IP",4258
"9730","HAYASHI H",4259
"9731","INOGUCHI M",4259
"9732","WELLS P",4260
"9733","LIN X",4260
"9734","ROHRBECK R",4261
"9735","THOM N",4261
"9736","ARNOLD H",4261
"9737","BRAOJOS-GOMEZ J",4262
"9738","BENITEZ-AMADO J",4262
"9739","JAVIER LLORENS-MONTES F",4262
"9740","SAIFUDIN AM",4263
"9741","ZAINUDDIN N",4263
"9742","BAHAUDIN AY",4263
"9743","ZALAZILAH MH",4263
"9744","JAMALUDIN R",4263
"9745","SINGH GB",4264
"9746","RUSEVA R",4265
"9747","SCHWARTZ D",4266
"9748","BAR-EL R",4266
"9749","GHEZZI A",4267
"9750","BALOCCO R",4267
"9751","RANGONE A",4267
"9752","AL-BELUSHI KIA",4268
"9753","STEAD SM",4268
"9754","BURGESS JG",4268
"9755","LEMINEN S",4269
"9756","WESTERLUND M",4269
"9757","DE SOUZA PP",4270
"9758","MARTINS ACCL",4270
"9759","STUTZMAN T",4270
"9760","PIRES DCP",4270
"9761","DA SILVA LACERDA EPVR",4270
"9762","DE MACEDO RFR",4270
"9763","CASTIBLANCO LA",4270
"9764","SONG Y",4271
"9765","SU Q",4271
"9766","YOU S",4272
"9767","XU M",4272
"9768","MU Y",4272
"9769","CAI H",4272
"9770","BADI SM",4273
"9771","PRYKE SD",4273
"9772","BRONES F",4274
"9773","MONTEIRO DE CARVALHO M",4274
"9774","NOH H",4275
"9775","JO Y",4275
"9776","LEE S",4275
"9777","FERNANDES C",4276
"9778","FERREIRA JJ",4276
"9779","MARQUES CS",4276
"9780","BAYKARA T",4277
"9781","ZBEK S",4277
"9782","CERANOLU AN",4277
"9783","ARTSIOMCHYK Y",4278
"9784","ZHIVITSKAYA H",4278
"9785","FITJAR RD",4279
"9786","HUBER F",4279
"9787","MUJIKA-ALBERDI A",4280
"9788","GIBAJA-MARTNS JJ",4280
"9789","GARCA-ARRIZABALAGA I",4280
"9790","PEREIRA BA",4281
"9791","CAETANO M",4281
"9792","LUO S",4282
"9793","DU Y",4282
"9794","LIU P",4282
"9795","XUAN Z",4282
"9796","WANG Y",4282
"9797","GIANPIERO DB",4283
"9798","ELEONORA P",4283
"9799","HUBER S",4284
"9800","SCHOTT P",4284
"9801","LEDERER M",4284
"9802","SCHUMANN CA",4285
"9803","FORKEL E",4285
"9804","KLEIN T",4285
"9805","GERLACH D",4285
"9806","MUELLER E",4285
"9807","CORRAL-MARFIL JA",4286
"9808","SERRAT NA",4286
"9809","FERRS X",4286
"9810","NYLUND PA",4286
"9811","SPILLER M",4287
"9812","MCINTOSH BS",4287
"9813","SEATON RAF",4287
"9814","JEFFREY PJ",4287
"9815","AFONSO VA",4288
"9816","DE LURDES CALISTO M",4288
"9817","GEBAUER H",4289
"9818","WORCH H",4289
"9819","BIJKER WE",4290
"9820","MOINDZE SM",4291
"9821","KONATE K",4291
"9822","KOLYCHEV VD",4292
"9823","PROKHOROV IV",4292
"9824","KHOSROPOUR H",4293
"9825","FEIZI K",4293
"9826","TABAEEAN K",4293
"9827","TAHERI Z",4293
"9828","OTIM S",4294
"9829","GROVER V",4294
"9830","SEGARS AH",4294
"9831","MEDHI PK",4295
"9832","MONDAL S",4295
"9833","ABDEL RAZEK RH",4296
"9834","ALSANAD DS",4296
"9835","SHU C",4297
"9836","WANG Q",4297
"9837","GAO S",4297
"9838","LIU C",4297
"9839","GILBERT BA",4298
"9840","CAMPBELL JT",4298
"9841","HOISL K",4299
"9842","STELZER T",4299
"9843","BIALA S",4299
"9844","HSUEH CC",4300
"9845","CHEN DZ",4300
"9846","HUTTER K",4301
"9847","FLLER J",4301
"9848","MAATOUK MMH",4302
"9849","GEELS FW",4303
"9850","PENNA CCR",4303
"9851","BRIONES-PEALVER AJ",4304
"9852","ROCA-GONZALEZ JL",4304
"9853","MARTNEZ-MARTNEZ IJ",4304
"9854","BOUAGINA DJ",4305
"9855","TRIKI A",4305
"9856","DE SOUZA PP",4306
"9857","PIRES DCP",4306
"9858","MARTINS ACCL",4306
"9859","DA SILVA LACERDA EPVR",4306
"9860","STUTZMAN T",4306
"9861","DE MACEDO RFR",4306
"9862","CASTIBLANCO LA",4306
"9863","MARQUES MB",4307
"9864","BRINGULA RP",4308
"9865","CANLAS RL",4308
"9866","AFABLE JM",4308
"9867","GAJO R",4308
"9868","SANTOS MC",4308
"9869","ANCHETA AA",4308
"9870","YSTRM A",4309
"9871","ASPENBERG H",4309
"9872","KUMLIN A",4309
"9873","LI S",4310
"9874","LI JZ",4310
"9875","GOLJA T",4311
"9876","KONTOSIC R",4311
"9877","CERULLI G",4312
"9878","POT B",4312
"9879","CLAYTON F",4313
"9880","QASEM D",4313
"9881","SIKANDER A",4314
"9882","NA NA",4315
"9883","AJANI T",4316
"9884","ADEYOOLA O",4316
"9885","BRENT AC",4317
"9886","XU H",4318
"9887","WU TJ",4318
"9888","YU CP",4318
"9889","SALERNO MS",4319
"9890","GOMES LADV",4319
"9891","DA SILVA DO",4319
"9892","BAGNO RB",4319
"9893","FREITAS SLTU",4319
"9894","KILIC K",4320
"9895","ULUSOY G",4320
"9896","GUNDAY G",4320
"9897","ALPKAN L",4320
"9898","FLIPSE S",4321
"9899","VRIELINK JO",4321
"9900","VAN DER SANDEN M",4321
"9901","ANTHOPOULOS L",4322
"9902","REDDICK CG",4322
"9903","GIANNAKIDOU I",4322
"9904","MAVRIDIS N",4322
"9905","KO H",4323
"9906","SANDKUHL K",4323
"9907","DONG A",4324
"9908","GLADYSZ B",4325
"9909","SANTAREK K",4325
"9910","MARKOPOULOS E",4326
"9911","VANHARANTA H",4326
"9912","HUBER S",4327
"9913","SCHOTT P",4327
"9914","LEDERER M",4327
"9915","HANELT A",4328
"9916","KRUEP H",4328
"9917","BARN MJS",4329
"9918","GONZLEZ BP",4329
"9919","EDGEMAN R",4330
"9920","ENGELL T",4330
"9921","JENSEN NG",4330
"9922","VRTIK M",4330
"9923","ESKILDSEN J",4330
"9924","TAMBO T",4330
"9925","IOANID A",4331
"9926","SCARLAT C",4331
"9927","MILITARU G",4331
"9928","TIRABENI L",4332
"9929","PISANO P",4332
"9930","SODERQUIST KE",4332
"9931","SANTOS C",4333
"9932","ARAJO M",4333
"9933","CORREIA N",4333
"9934","KLAPALOV A",4334
"9935","MAZURKIEWICZ A",4335
"9936","BELINA B",4335
"9937","POTERALSKA B",4335
"9938","GIESKO T",4335
"9939","KARSZNIA W",4335
"9940","RUSEVA R",4336
"9941","RUSKOV P",4336
"9942","DENIS G",4337
"9943","PERREN M",4337
"9944","YANG GL",4338
"9945","AHLGREN P",4338
"9946","YANG LY",4338
"9947","ROUSSEAU R",4338
"9948","DING JL",4338
"9949","MINA RICHARDS M",4339
"9950","GUZMAN IR",4339
"9951","LAM G",4340
"9952","LEROY Y",4340
"9953","LASVAUX S",4340
"9954","JOHANSSON J",4341
"9955","ANDR S",4341
"9956","ELGH F",4341
"9957","SADYKHANOVA G",4342
"9958","DINARA S",4342
"9959","BAYAN E",4342
"9960","ALQUBAISI SS",4343
"9961","REKOV E",4344
"9962","AL OBAIDLI KA",4345
"9963","BAGNO RB",4346
"9964","SALERNO MS",4346
"9965","DIAS AVC",4346
"9966","BOUWER L",4347
"9967","KRAUSE W",4348
"9968","SCHUTTE C",4348
"9969","SALERNO MS",4349
"9970","DE VASCONCELOS GOMES LA",4349
"9971","BRASIL VC",4349
"9972","KIEL D",4350
"9973","ARNOLD C",4350
"9974","BACCARELLA C",4350
"9975","VOIGT KI",4350
"9976","HOFFMANN D",4350
"9977","TAMBO T",4351
"9978","STERGAARD K",4351
"9979","KUNTTU A",4352
"9980","TORKKELI L",4352
"9981","KOPLYAY T",4353
"9982","MITCHELL B",4353
"9983","COHN S",4353
"9984","KIRAZLI A",4354
"9985","HORMANN R",4354
"9986","MENON S",4355
"9987","JHA SK",4355
"9988","JAIN K",4355
"9989","PANTANO E",4356
"9990","VERTERAMO S",4356
"9991","HIPPIE J",4357
"9992","LARSEN E",4357
"9993","HIPPLE J",4358
"9994","LARSEN E",4358
"9995","GUTIERREZ JM",4359
"9996","FRICK J",4359
"9997","KIRIKOVA M",4359
"9998","SOL-PARETA J",4359
"9999","PEDERSEN JM",4359
"10000","TRAN PN",4359
"10001","BASHMAKOV AI",4360
"10002","POPOV VV",4360
"10003","ZHEDYAEVSKII DN",4360
"10004","CHIKICHEV DN",4360
"10005","VOYAKIN EA",4360
"10006","BASHMAKOV AI",4361
"10007","POPOV VV",4361
"10008","ZHEDYAEVSKII DN",4361
"10009","CHIKICHEV DN",4361
"10010","VOYAKIN EA",4361
"10011","EOM M",4362
"10012","GUDIGANTALA N",4362
"10013","MITCHELL G",4362
"10014","ALBERS A",4363
"10015","MAUL L",4363
"10016","BURSAC N",4363
"10017","HEISMANN R",4363
"10018","MARSHALL L",4364
"10019","SCHWIEGER D",4364
"10020","LADWIG C",4364
"10021","SEN S",4364
"10022","SEN S",4365
"10023","LADWIG C",4365
"10024","SCHWIEGER D",4365
"10025","MARSHALL L",4365
"10026","SCHWIEGER D",4366
"10027","LADWIG C",4366
"10028","SEN S",4366
"10029","MARSHALL L",4366
"10030","SCHWIEGER D",4367
"10031","LADWIG C",4367
"10032","SEN S",4367
"10033","MARSHALL L",4367
"10034","LADWIG C",4368
"10035","SCHWIEGER D",4368
"10036","SEN S",4368
"10037","MARSHALL L",4368
"10038","SCHWIEGER D",4369
"10039","LADWIG C",4369
"10040","SEN S",4369
"10041","MARSHALL L",4369
"10042","BLOK V",4370
"10043","HOFFMANS L",4370
"10044","WUBBEN EFM",4370
"10045","NATHAN G",4371
"10046","FLIPSE SM",4372
"10047","VAN DAM KH",4372
"10048","STRAGIER J",4372
"10049","OUDE VRIELINK TJC",4372
"10050","VAN DER SANDEN MCA",4372
"10051","LEMINEN S",4373
"10052","WESTERLUND M",4373
"10053","RAHMANI Z",4374
"10054","KESHAVARZ E",4374
"10055","BIN A",4375
"10056","AZEVEDO A",4375
"10057","DUARTE L",4375
"10058","SALLES-FILHO S",4375
"10059","MASSAGUER P",4375
"10060","BRS FA",4376
"10061","KOBILYANSKIY B",4377
"10062","MNUKHIN A",4377
"10063","DE FTIMA STANKOWITZ R",4378
"10064","DE CARVALHO HG",4378
"10065","DOS REIS DR",4378
"10066","DERGINT DE",4378
"10067","PICININ CT",4378
"10068","CORREA CH",4379
"10069","DE MOURA FERREIRA DANILEVICZ",4379
"10070","PARK HW",4380
"10071","SUNG TE",4380
"10072","KIM SG",4380
"10073","LEITE LF",4381
"10074","MENDES FML",4381
"10075","DE OLIVEIRA RODRIGUES SCHUMACHER S",4381
"10076","CORTIMIGLIA MN",4382
"10077","DELCOURT CIM",4382
"10078","DE OLIVEIRA DT",4382
"10079","CORREA CH",4382
"10080","DE MOURA FERREIRA DANILEVICZ",4382
"10081","RBBELKE R",4383
"10082","SLLNER C",4383
"10083","GAUSEMEIER J",4383
"10084","DE ALMEIDA MFL",4384
"10085","DE MELO MAC",4384
"10086","LEITE LF",4385
"10087","MENDES FML",4385
"10088","PARREIRAS VMA",4385
"10089","GOMES FAM",4385
"10090","WIEZEL JGG",4385
"10091","TAMBO T",4386
"10092","ENEVOLDSEN P",4386
"10093","KAMP LM",4387
"10094","ORTT JR",4387
"10095","HARAHAP B",4387
"10096","FLORN H",4388
"10097","AGOSTINI A",4388
"10098","MOLNR P",4389
"10099","DE GRAAF R",4390
"10100","ONASSIS I",4390
"10101","RIBEIRO JLD",4391
"10102","CORTIMIGLIA MN",4391
"10103","PRETTO CO",4391
"10104","WERBERICH BR",4391
"10105","CORREA CH",4391
"10106","DE MOURA FERREIRA DANILEVICZ",4391
"10107","SATHIKH PM",4392
"10108","HAN Y",4393
"10109","ZHOU X",4393
"10110","LUO R",4393
"10111","ENCISO EMV",4394
"10112","CORREA FJE",4394
"10113","HERNNDEZ CNJ",4394
"10114","ZHOU Y",4395
"10115","LI Y",4395
"10116","CHEN JF",4395
"10117","LIAO Q",4395
"10118","SONG HX",4395
"10119","BAL-WONIAK T",4396
"10120","INDRADEWA R",4397
"10121","TJAKRAATMADJA JH",4397
"10122","DHEWANTO W",4397
"10123","CHLUSKI A",4398
"10124","ZIORA L",4398
"10125","KUDRYAVTSEVA SS",4399
"10126","SHINKEVICH AI",4399
"10127","SIRAZETDINOV RM",4399
"10128","VOLOV VT",4399
"10129","YUSUPOVA GF",4399
"10130","TORKUNOVA JV",4399
"10131","KHAIRULLINA ER",4399
"10132","KLIMOVA NV",4399
"10133","LITVIN IY",4399
"10134","NOURANI CF",4400
"10135","LAUTH C",4400
"10136","KIM S",4401
"10137","JANG D",4401
"10138","JUN S",4401
"10139","PARK S",4401
"10140","CHOI J",4402
"10141","JANG D",4402
"10142","JUN S",4402
"10143","PARK S",4402
"10144","OLARU M",4403
"10145","DINU V",4403
"10146","KEPPLER T",4403
"10147","MOCAN B",4403
"10148","MATEIU A",4403
"10149","SIMULA H",4404
"10150","HOSSAIN M",4404
"10151","HALME M",4404
"10152","MAIER D",4405
"10153","ANASTASIU L",4405
"10154","SRBU R",4405
"10155","EIDENMLLER T",4405
"10156","BERNARDES M",4406
"10157","DE OLIVEIRA G",4406
"10158","VAN DER LINDEN J",4406
"10159","KO H",4407
"10160","SANDKUHL K",4407
"10161","PAREDES-FRIGOLETT H",4408
"10162","GERLITZ L",4409
"10163","ACOSTA B",4410
"10164","DE KUMAR P",4410
"10165","ASURDZIC N",4411
"10166","MACCHI M",4411
"10167","STADNYK VV",4412
"10168","ZAMAZII OV",4412
"10169","VEGA-JURADO JM",4413
"10170","JULIAO-ESPARRAGOZA D",4413
